text	tag
I am not afraid of you.  You are nothing but a dreamer.	dialogue
All I have to do is call the guards.	dialogue
To rise so high, in so short a time, is a dangerous occupation.  A little hypocrisy goes a long way.	dialogue
What...?  Do I have so many already?	dialogue
You seem to have a special talent for making friends.	dialogue
Good!  We are also in need of judges.  Except there are no thieves!	dialogue
Don Bobadilla is already a judge, my Dear Don Cristobal.	dialogue
But we do have a lack of notaries. You should contact my administration.	dialogue
You defend yourself admirably...	dialogue
Forgive me, Don Colon.  But what about gold?	dialogue
They don't see sin in their nakedness.  They live according to nature, in a never ending summer. The islands are covered with trees, filled with blossoms and fruits. And...	dialogue
If you won't accept our proposal, we'll simply find someone who will.	dialogue
And were you never ambitious, Excellency?  Or is ambition only a virtue among the nobles, a fault for the rest of us?	dialogue
Then you are too ambitious.	dialogue
I remind you, Senor Colon, that you are in no position to bargain with me.	dialogue
NO...!  I have waited too long, fought too hard.  Now you expect me to take all the risks while you take the profit!  No... I will not be your servant!	dialogue
You never learned how to speak my language.	dialogue
Utapan, won't you speak to me?  You used to know how to speak to me.	dialogue
You did the same to your God!	dialogue
You have to find them, Utapan.  Look what they did!	dialogue
Ask him if he will help.	dialogue
We will work with his people.  We want peace.  Ask the Chief if he understands?	dialogue
He has medicine.  Tell him we admire his people.	dialogue
... and also to bring medicine.	dialogue
Chief says -- he has a God.	dialogue
To bring the word of God.	dialogue
Chief says -- how many?	dialogue
Tell him his country is very beautiful.  Tell him we are leaving men here -- to build a fort.	dialogue
Tell the Chief we thank him.	dialogue
You come!  You speak first!	dialogue
What is it?  A tribe?  An island?	dialogue
I don't know... I have the impression that I didn't change that much.  I still can't accept the world as it is!	dialogue
Oh?  So you are a new man?	dialogue
New worlds create new people.	dialogue
You'll always be older than me, Father.	dialogue
I suppose we're both old men now.	dialogue
You are bound by an oath, Father.	dialogue
My son, my son...  Your certitudes are sometimes frightening...  Christopher, you must speak to them. And if you don't I will.	dialogue
If I tell them, they won't follow me.  You know that I am right, Father.  You trust me...	dialogue
May God forgive you...!  You must tell them!  You must tell your men!	dialogue
I am not sure... It could be twice the distance.	dialogue
I lied.  The journey will be longer than I said.	dialogue
Father, I have betrayed my family. I betrayed my men.  And I betrayed you.	dialogue
I am listening, my son.	dialogue
Forgive me, Father.  For I have sinned.	dialogue
In Nomine Patris et Filius, et Spiritus Sancti.	dialogue
All of them!  Just lies!	dialogue
Damn all of you!  You all set up theories based on what?  You never leave the safety of your studies! Go out!  Find out what the world is about and then tell me something I can listen to!	dialogue
If God intends you to go, then you will go.	dialogue
Wait!  I've waited seven years already!  How much longer do you want me to wait?	dialogue
You mustn't give way to despair. You must wait.	dialogue
Only God knows the meaning of such words, my son.	dialogue
I've been contradicted all my life... Eternity!	dialogue
You get so carried away when you are being contradicted!	dialogue
Passion is something one cannot control!	dialogue
I'll try to remember that, Marchena...	dialogue
Two minutes... and already you're a dead man.  Don't let passion overwhelm you, Colon.	dialogue
The calculations of Toscanelli Marin de Tyr, Esdras...	dialogue
How can you be so certain?	dialogue
Ignorance!  I believe the Indies are no more than 750 leagues west of the Canary Islands.	dialogue
How can you be so certain?  The Ocean is said to be infinite.	dialogue
To open a new route to Asia.  At the moment there are only two ways of reaching it...	dialogue
Why do you wish to sail west?	dialogue
With some difficulty.  I had to promise them you were not a total fool.	dialogue
How did you manage it?	dialogue
God... That's in a week!	dialogue
Father, I am doing what I think is the best for him.  And he has the teacher I would have chosen for myself.	dialogue
Diego is a bright boy -- a pleasure to teach -- but so serious... Brothers should be raised together, Colon.  Even brothers from different mothers...	dialogue
Your Majesty -- some men are content to read about things.  I must see them with my own eyes.  I cannot be other than I am.	dialogue
There is one thing I'd like to understand... Why do you want to go back, after all this?	dialogue
But without your brothers.  Nor are you to return to Santo Domingo or any of the other colonies.  You may explore the continent.	dialogue
They come and go as naked as the day God created them...	dialogue
Do they have such thoughts?	dialogue
Thirty seven, Your Majesty... And you?	dialogue
How old are you, Senor Colon?	dialogue
I know what I see.  I see someone who doesn't accept the world as it is.  Who's not afraid.  I see a women who thinks... "What if?"...	dialogue
You show no inclination to speak otherwise!	dialogue
Surely you can do anything you want.	dialogue
I cannot ignore the verdict of my council.	dialogue
That she was impregnable.	dialogue
What did they say about Granada before today?	dialogue
The ocean is uncrossable?	dialogue
No more than the woman who said she would take Granada from the Moors.	dialogue
I should not even be listening to you, since my council said no.  But Santangel tells me you are a man of honor and sincerity... And Sanchez, that you are not a fool.	dialogue
You will regret this.	dialogue
You'll be held in detention, deprived of your privileges and possessions.  Until you are returned to Spain where you will be judged. Have you anything to say?	dialogue
Savagery is what monkeys understand.	dialogue
In one act of brutality, you have created chaos.  Tribes who were fighting each other are now joining forces against us!  All that because of your criminal savagery!	dialogue
You did not hear me, Don Colon.  Not my horse.	dialogue
Don Moxica -- we all have to work.	dialogue
My horse doesn't work.	dialogue
We can't raise the wheel without it.	dialogue
We came here to stay!  To build! Not to start a crusade.  In this forest, there is enough danger to sweep us away in days!  So we will be brave and swallow our grief.  And in the name of those who died, we will accomplish what we came for.	dialogue
We don't need to know.	dialogue
You want a war?  Fine.  We are a thousand.  They outnumber us by ten! Who will you kill?  Which tribe?	dialogue
If you want to keep your head on your shoulders, you'll do as I say.	dialogue
We lost cousins, friends.  We will wash this in blood.	dialogue
The Indians have no such word, Don Moxica.	dialogue
And you say this is an Indian vice? By God!  I don't see any kind of pleasure that would make this a sin.	dialogue
He's drawing an isthmus... He's saying we're on an isthmus.	dialogue
Well, I surely know what a quadrant is!  But I've never seen it used at night before.	dialogue
And what do you think Mendez?	dialogue
Well... It's the men, Sir.  They wonder how you know our position. We've lost sight from land days ago...	dialogue
God be with us admiral.	dialogue
Due west, Captain Mendez.  And may God be with us...	dialogue
You're right.  Let the men decide.	dialogue
You tell that to them!	dialogue
Pinzon, Pinzon... All we can do now is go forward!  Think about that!	dialogue
You never did.  You did all the talking for both of us, remember?	dialogue
Jesus Maria!  I should have never listened to you!	dialogue
And then what?  Half of the water has gone, the rest is nearly putrid! You know that!	dialogue
You don't know anything!  Listen Colon, these are my ships, right? So I'm telling you we're turning back!	dialogue
The land is there.  I know it!	dialogue
You think I don't know that?	dialogue
We're on the verge of a mutiny, Colon!	dialogue
We have to keep the hopes of these men alive!	dialogue
You lied!  You cheated!  We're way past 750 leagues!	dialogue
Where can I meet this man?	dialogue
Because he is not afraid of me.	dialogue
I know, I should not tolerate his impertinence.	dialogue
And who would you think of, for such a task?	dialogue
Then, what do you suggest, Don Sanchez?	dialogue
Is this true, Brother Buyl?	dialogue
... But there is worse.  He ordered the execution of five members of the nobility...	dialogue
We weren't expecting immediate profits, were we?  We must have faith.  We must give time for time.	dialogue
Every ship returns with a cargo of sick and dying.  But with no gold! The new world proves expensive, Your Majesty.	dialogue
Yes.  It would be a pity, wouldn't it?  Call him back!	dialogue
Never, Your Majesty.  Although...	dialogue
You were right, Don Sanchez... His demands could never be granted.	dialogue
